,Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
24,cust_0024,53,Urban,Low,184,10003.28861345853$,34147.64761054528$,3954.390317261948$,1840605.1048763692,112,56,3383.0,18,2802.234076965991,Monthly,Credit Card,1,52.37232543892839,4,195225.39344915395
25,cust_0025,17,Urban,Low,247,12629.132410256772$,58757.118089980046$,1600.9604750481135$,,235,276,402.0,18,1955.7863537259057,Weekly,Credit Card,15,25.851556195777043,5,318565.67735647934
26,cust_0026,36,Suburban,High,873,2769.237994780765$,8970.48928178764$,623.5914986605678$,2417544.769443608,151,192,764.0,18,361.0015381057463,Daily,Credit Card,12,15.622151161355944,9,253901.9761753079
27,cust_0027,48,Rural,High,872,782.8810897002179$,2654.3528499421063$,282.9993467437833$,682672.31021859,315,120,1835.0,28,3103.6574755629586,Daily,Wallet Balance,14,53.07862364258067,3,76185.40228407751
28,cust_0028,27,Rural,Middle,324,2746.6590998908805$,6544.911732723671$,504.03717930016353$,889917.5483646453,333,11,2589.0,38,2098.9438170549874,,Credit Card,13,58.64780267036491,3,99920.28292793703
29,cust_0029,37,Suburban,Middle,160,5723.904511831936$,14228.274154680812$,1882.644018826832$,915824.7218931098,126,146,,44,2143.820441270072,Daily,UPI,17,64.60224546505017,8,104516.56196867596
30,cust_0030,59,Suburban,,706,5074.587688337655$,18991.27626052432$,1120.8021420605023$,,7,14,4201.0,33,1170.4021731498276,Monthly,UPI,15,57.46196760099133,10,379382.6897100635
31,cust_0031,40,Rural,High,622,12307.355239716331$,28082.195409304397$,5382.258862062099$,7655174.959103558,50,34,4217.0,7,1247.1000020687072,Monthly,Wallet Balance,11,25.572327908795828,6,780027.9459093214
32,cust_0032,64,Suburban,Low,925,9123.229588443475$,29526.709285404195$,2189.5361710523857$,8438987.369310217,360,204,3002.0,5,3937.306526192429,Monthly,Wallet Balance,13,34.155065765568864,2,850434.0836679256
33,cust_0033,42,Rural,High,66,785.8515007266719$,1663.480055699949$,150.73152386381193$,51866.19904796035,66,86,2762.0,31,2396.8239771806875,Monthly,Wallet Balance,14,56.373591455774125,3,15612.207916205693
34,cust_0034,57,,High,930,706.9694672773412$,1176.7513511892444$,220.60382068397155$,,362,154,2819.0,27,546.4895460382324,Weekly,Debit Card,1,39.16923680596598,8,81812.91568377361
35,cust_0035,43,Urban,Low,254,1820.8541623921085$,5130.456597431084$,280.8926201505795$,462496.95724759554,167,170,,10,229.2548244668324,Weekly,Credit Card,4,40.55810591063975,5,58383.06831252614
36,cust_0036,31,Urban,Low,283,7068.092336443311$,13215.806312180544$,2961.485361025172$,2000270.131213457,252,167,3195.0,27,1123.5773363942087,Daily,Credit Card,12,67.92071563653118,2,210555.2244531486
37,cust_0037,30,Rural,Middle,60,133.5971897649517$,613.7424464797798$,49.69966430881591$,,263,185,309.0,31,2437.208928938026,Daily,Wallet Balance,17,68.99017968431446,3,6300.978674120697
38,cust_0038,62,Rural,Low,118,9884.805435948509$,21889.42581607452$,4035.0127874248647$,1166407.0414419237,196,306,3827.0,40,3086.2504683750994,,Wallet Balance,12,55.046328405712536,2,128751.57891000484
39,cust_0039,66,Rural,Low,423,7219.786589542961$,24472.24914130157$,1873.9048500568235$,3053969.7273766724,183,113,,7,718.3938536345258,Monthly,UPI,8,58.47923648908399,5,320041.77581085
40,cust_0040,59,Rural,Low,556,11113.271635792118$,22824.074572639656$,4823.175065572697$,,264,144,2960.0,19,2169.2952320501845,,UPI,9,19.777958387895044,5,629633.2553340168
41,cust_0041,67,,Low,998,14419.296309375188$,29301.12112039492$,4288.576326952421$,,288,318,2256.0,23,362.7609138627725,Weekly,Credit Card,19,43.16097683460722,9,1454676.3912187123
42,cust_0042,18,Rural,,722,5026.946581442289$,12077.4619859151$,693.1134540874972$,3629455.4318013326,275,354,434.0,26,188.6294401127836,Daily,UPI,4,34.93272130523002,6,372319.2284600769
43,cust_0043,52,Suburban,Middle,36,3150.102116101905$,14690.495766508457$,597.2962161373682$,113403.67617966858,118,211,3123.0,46,4316.739696522422,,UPI,5,3.914414217958933,2,22027.99776970565
44,cust_0044,66,Rural,Low,531,5568.290583708117$,14288.183262255616$,2140.568506078356$,,313,191,849.0,10,3291.671098185192,Weekly,Credit Card,8,63.73099897259787,1,297728.39444580843
45,cust_0045,22,Suburban,Low,91,45.246007218590975$,193.88212163439724$,20.748412642977268$,4117.386656891778,347,286,106.0,46,3905.468927108124,Daily,Wallet Balance,10,21.995578797418265,7,10271.004202135116
46,cust_0046,36,Suburban,Middle,301,2409.0589809603566$,4310.269774532348$,332.6289806056682$,725126.7532690674,277,182,2671.0,22,909.3871320570812,Weekly,Wallet Balance,14,67.15551384372347,7,86599.9817608782
47,cust_0047,24,Rural,Middle,724,15019.098970089824$,17912.9515129301$,6693.800888570794$,10873827.654345034,132,155,119.0,21,1610.788416100451,Monthly,Credit Card,5,46.19143513500204,10,1098915.371226453
48,cust_0048,54,Rural,Low,917,4463.9087795817$,18421.264522392416$,1873.1808083456683$,4093404.3508764193,147,342,3034.0,4,2218.9565160605644,,Wallet Balance,16,58.72646504328325,6,420698.9568296117
49,cust_0049,33,Suburban,High,919,19886.049679742733$,62989.0542038924$,4824.841349064329$,18275279.655683573,29,192,4809.0,47,3290.171723867929,,Wallet Balance,0,33.572612979517906,2,1842200.8797064235
50,cust_0050,19,Suburban,Middle,734,3364.952112082535$,10145.00506590426$,1264.2485867138655$,2469874.850268581,327,81,1892.0,33,2674.2188388122845,Monthly,Credit Card,8,14.306457752239092,8,260734.375607452
51,cust_0051,40,Rural,Middle,217,15777.546594154212$,32956.508473089976$,2757.608074482795$,3423727.6109314645,320,335,2161.0,30,2757.286239506929,Daily,Debit Card,17,63.10509544660795,4,352316.117973393
52,cust_0052,29,,Middle,735,14103.838991792436$,18183.629127565877$,5999.171154887685$,,225,332,3716.0,46,784.7142438976551,Daily,Wallet Balance,20,56.56657475311517,7,1055271.8087747954
53,cust_0053,65,Suburban,Low,923,6449.42153489799$,18906.09320156472$,2340.724730786515$,5952816.076710844,139,49,759.0,36,2373.9350798441405,Daily,Credit Card,5,54.57261509615159,8,607212.6401311624
54,cust_0054,24,Suburban,Low,98,6621.475479883645$,29590.747761078903$,1824.4267383858548$,648904.5970285971,289,304,1646.0,46,4118.99144032208,Weekly,Debit Card,13,16.108081102563172,7,77722.96398269868
55,cust_0055,41,Suburban,Middle,456,11275.39610353242$,16688.579086134017$,5026.649678813884$,5141580.623210784,281,55,4549.0,25,2547.304261924595,Daily,UPI,1,38.036962938222366,3,527482.4101901161
56,cust_0056,68,,Low,531,17048.958208676344$,80414.5401715123$,2654.41709842162$,9052996.808807138,26,336,231.0,22,998.709044994483,Monthly,Wallet Balance,9,23.906606746005583,8,915462.3263582166
57,cust_0057,17,Suburban,Low,809,7729.877012948094$,16224.365021540212$,3388.115268515267$,6253470.503475008,292,67,1594.0,42,2066.985948835076,Daily,Credit Card,0,44.50714261229413,4,635701.5573730833
58,cust_0058,35,Urban,Middle,538,1232.9858195589468$,3857.69842924449$,135.0792221647653$,663346.3709227134,267,115,561.0,37,3774.04317459163,Monthly,UPI,17,38.802348708090975,8,77269.61550497552
59,cust_0059,43,Rural,Low,28,7494.639346276912$,9488.465096363268$,3007.450088987406$,209849.90169575356,286,112,,37,674.9620977923443,,UPI,1,13.594141075354749,5,32959.509120679184
60,cust_0060,62,Rural,High,576,4154.1803381224$,11217.061149165796$,1368.161143492764$,2392807.8747585025,313,159,875.0,31,2902.3169252819625,,Debit Card,20,45.28483152525694,9,251679.62901320928
61,cust_0061,22,Suburban,Low,324,18784.748271129694$,28244.58868723309$,7113.583347947636$,6086258.439846022,97,107,1638.0,4,4826.573591265424,Monthly,Credit Card,0,3.7105029763232538,3,612888.5571889696
62,cust_0062,59,Rural,Low,223,13948.514184055191$,16625.166326298222$,3695.488804756431$,3110518.663044308,138,26,992.0,24,1901.5095489486775,Weekly,Debit Card,14,6.022374650296014,2,316485.11152995646
63,cust_0063,23,Rural,Middle,80,1026.1449576248394$,4993.458171081953$,457.4312567615969$,82091.59660998716,281,110,3735.0,32,218.2062158255288,,UPI,10,13.97739862169174,4,22770.056553085957
64,cust_0064,62,Rural,Middle,563,5866.840859879502$,23000.234668822373$,1321.56228200989$,3303031.40411216,96,66,1556.0,6,3165.5200200986787,Daily,Wallet Balance,1,42.095098161541415,2,334432.3804011667
65,cust_0065,50,Rural,High,458,1013.8171387669306$,3929.789304072288$,212.88346608821965$,464328.24955525424,57,205,4353.0,15,235.5175766952583,Weekly,Debit Card,14,54.9236076906398,2,58521.0661671778
66,cust_0066,29,Urban,Low,614,16602.03324079197$,22615.269059802544$,3664.073024533646$,10193648.40984627,123,101,4818.0,48,958.0283217894092,,Credit Card,20,56.55543350366016,1,1034321.8268237324
67,cust_0067,32,Urban,High,176,18126.865074124147$,85511.71132994739$,7427.402066407534$,,231,206,2476.0,28,241.98638076343812,,Credit Card,13,20.641316193061293,8,334663.8321142033
68,cust_0068,51,Suburban,High,522,2254.4693207230966$,6488.078777263968$,672.0949373275124$,1176832.9854174564,290,1,,14,853.2530641769658,Monthly,UPI,4,28.278628288878902,1,126798.67200965717
69,cust_0069,65,Suburban,Middle,749,8811.398019713835$,38850.65461777344$,2774.1288326308186$,,86,224,676.0,19,4274.661086864202,Monthly,Credit Card,3,17.5962825884108,8,669088.3811331342
70,cust_0070,55,Suburban,Low,457,18638.346803910157$,19577.801574588542$,8064.107524253115$,8517724.48938694,310,70,3756.0,21,3674.256588429174,,Debit Card,8,3.578823976581715,9,868547.3206444795
71,cust_0071,19,,Middle,423,2912.7816174262643$,6387.223045575299$,1262.2429062962713$,1232106.62417131,51,150,424.0,9,1709.2631940443243,Daily,Debit Card,12,36.14904958010148,6,130104.03082010883
72,cust_0072,17,Rural,High,100,5845.152777219734$,29133.343185776677$,962.6688501621726$,584515.2777219734,228,215,1600.0,7,4485.689107738213,Daily,Wallet Balance,2,39.6995597674661,7,67108.68321832822
73,cust_0073,21,Urban,High,890,6092.450256951391$,16518.77822956405$,1949.0179056759373$,5422280.728686738,6,310,1340.0,31,3325.9110786731444,,UPI,10,67.3909478956642,6,552345.1173293373
74,cust_0074,69,Urban,Middle,740,610.8656609179501$,2781.8664322767595$,91.87864407614698$,452040.5890792831,310,142,629.0,27,2238.7329784354188,Monthly,UPI,13,51.5433037478521,1,49042.6924187106
75,cust_0075,57,Suburban,Middle,403,735.1019614529133$,1699.5508784163824$,328.892989246478$,296246.09046552406,273,14,4229.0,8,341.6644061694157,Monthly,Debit Card,8,67.3355198125885,1,39711.7768434677
76,cust_0076,19,Urban,Middle,576,19056.328613387428$,59099.70691214186$,8285.735145518642$,10976445.281311158,344,199,3008.0,30,3653.606842548381,Weekly,UPI,12,20.844740399096057,1,1105833.7247098417
77,cust_0077,69,Urban,Middle,380,11426.141253635218$,50467.85208890866$,5024.526136422903$,4341933.676381383,2,19,2065.0,22,1877.6306276961964,Daily,Debit Card,1,52.447262725110576,3,442584.5523242903
78,cust_0078,44,Urban,Middle,531,6139.899945358071$,21018.610443329824$,2345.094261723059$,3260286.8709851354,276,315,4463.0,18,1514.145021222778,Weekly,Debit Card,17,43.478686226037496,7,342997.6145879022
79,cust_0079,33,Urban,High,332,7579.706467524625$,29566.686826498444$,2173.487821212654$,2516462.547218176,91,150,167.0,31,1441.3650669221772,,Wallet Balance,6,22.072618493129784,8,262359.5721883565
80,cust_0080,41,Urban,Middle,318,14299.710147612032$,27388.704117568344$,3744.9295056864544$,4547307.826940627,262,262,4005.0,9,38.54612972213622,Daily,Debit Card,2,15.991628198601374,1,464621.5096292016
81,cust_0081,59,Suburban,Low,653,7336.678899056861$,11911.55123122432$,1893.5221772872592$,4790851.321084131,242,319,4012.0,19,3713.22601400873,Weekly,Debit Card,6,21.66382350964503,6,493152.5191014087
82,cust_0082,49,Suburban,High,537,4562.930457834833$,8766.419598912968$,577.1427857199211$,2450293.655857305,246,333,16.0,34,726.5516850863918,Weekly,Wallet Balance,6,70.55763807502481,8,256098.08974318733
83,cust_0083,25,Urban,High,740,2045.72845857999$,6080.303047275076$,981.025225266558$,1513839.0593491923,79,74,1545.0,30,2603.224194321286,Monthly,UPI,1,2.6480218666022446,5,161172.29383775865
84,cust_0084,51,Suburban,Low,89,14581.370904243562$,61298.02816948259$,4084.391634359055$,1297742.010477677,311,351,1530.0,10,80.40701002111238,Monthly,Debit Card,7,65.24318498590438,2,135793.99754275716
85,cust_0085,29,Rural,Low,604,3619.494683337743$,8744.610122270149$,1708.5678414663$,2186174.7887359965,304,266,3813.0,42,3139.416439626542,Daily,Credit Card,10,55.7896860641247,4,232873.7706537864
86,cust_0086,46,Urban,High,511,1402.2689158266885$,4570.363372849427$,633.4090980517716$,716559.4159874378,58,293,,39,1847.4617437237928,Monthly,Wallet Balance,15,39.5949418506588,4,81626.21072688188
87,cust_0087,63,Rural,Middle,42,8544.819365474576$,36052.72777404297$,3686.612371762899$,358882.4133499322,225,145,542.0,9,3153.737256826105,,UPI,7,61.93531177130212,4,40295.372706580165
88,cust_0088,30,Suburban,High,885,801.023526608962$,1566.085794371975$,268.60205572592605$,708905.8210489313,202,133,726.0,8,449.4747350805772,Monthly,Wallet Balance,13,4.68963306436198,8,80917.84473735285
89,cust_0089,23,Suburban,High,807,19300.311186274303$,87467.13700180061$,2714.0551992854894$,15575351.127323365,6,148,378.0,41,1331.6692298906353,,Debit Card,4,39.64013533847861,6,1567725.2781173913
90,cust_0090,29,Rural,Low,926,12549.586421821046$,60392.74179919636$,2880.9405338478373$,11620917.02660629,30,79,4435.0,9,551.5339648645612,Monthly,UPI,6,21.265054515055947,9,1180585.9356781968
91,cust_0091,38,Suburban,High,389,3062.40924082675$,3539.7792567792144$,1045.612118063978$,,151,309,4302.0,49,3230.353889598251,Daily,Credit Card,9,1.6961277295159398,10,141016.54252336148
92,cust_0092,55,Urban,Middle,81,3457.357188104732$,4274.830073498689$,364.3443331881625$,280045.93223648326,36,215,,36,542.767479389053,,Wallet Balance,19,44.9523441745318,1,39319.20948395381
93,cust_0093,36,Rural,Low,402,11400.87132065418$,15548.951515808238$,1334.4989564720015$,,110,33,3463.0,36,3085.511057667793,Daily,Credit Card,20,47.70100487991205,1,468298.2715614641
94,cust_0094,31,Urban,High,107,7137.749489182495$,29315.26273339376$,2648.5715329741915$,763739.1953425269,121,194,845.0,6,673.4523549141702,Monthly,Wallet Balance,5,42.945097661949625,2,80327.19335679561
95,cust_0095,60,Rural,High,111,15487.592216312396$,27217.085809969605$,7051.208649401828$,1719122.736010676,241,178,3852.0,19,4716.773027916461,Daily,Debit Card,5,28.725087213095478,5,184157.88708710935
96,cust_0096,33,Suburban,Middle,277,10920.671647522144$,42621.021983997525$,4827.649460914703$,3025026.0463636336,259,288,4821.0,19,2081.903387023835,,Wallet Balance,9,58.1032938770928,6,319003.6529428515
97,cust_0097,62,Rural,High,214,8672.344171743576$,23979.93598247704$,1450.5199005603963$,1855881.6527531252,90,335,673.0,7,632.9503978804007,Monthly,Credit Card,8,25.36427034445928,3,190317.69007637235
98,cust_0098,68,,High,743,19259.97515882478$,83684.97798656877$,8946.13098020993$,,30,201,3520.0,16,209.05225198438515,Daily,Wallet Balance,2,43.88103620862501,1,1440551.628174689
99,cust_0099,39,Urban,High,818,7820.673833631683$,33114.46647346988$,2960.288343736589$,,237,3,3039.0,37,1647.1127692616776,Monthly,Debit Card,4,71.72011229923928,7,655685.5632064409
100,cust_0100,41,Suburban,,506,8018.212366708897$,38797.32523688599$,3099.2826868983902$,4057215.457554702,170,53,2057.0,24,4456.9321214144975,Monthly,Debit Card,16,61.05523888757633,1,411007.079694763
101,cust_0101,40,Urban,Middle,121,13318.790697005174$,26692.87304709077$,2951.663516055623$,1611573.674337626,149,258,4445.0,12,719.0758097035349,Weekly,Wallet Balance,0,46.7435297070675,7,177887.82952891084
102,cust_0102,60,Suburban,High,134,16191.476896602142$,31038.359327881248$,6256.365790270683$,2169657.904144687,88,121,737.0,44,3954.160337689416,Monthly,UPI,9,48.8660385831554,9,229862.71024562404
103,cust_0103,56,Urban,High,818,12528.03766726232$,14106.97007220129$,4809.62529822606$,10247934.811820578,4,150,3958.0,12,2086.8591427184247,,Debit Card,4,60.71108461025665,1,1033866.0516106988
104,cust_0104,44,Rural,High,720,13975.218338868024$,36917.836512353766$,4721.754057503229$,10062157.203984978,252,153,4312.0,47,4014.639253693674,Monthly,Wallet Balance,0,13.48247240180674,8,1025532.400771651
105,cust_0105,30,Urban,,962,7464.902055646557$,21172.348424102296$,1813.3393799435$,7181235.777531987,51,217,3449.0,1,4371.456744244058,Weekly,Debit Card,9,8.824804192928113,10,732935.8493810768
106,cust_0106,60,Suburban,Middle,371,9595.141761200412$,46613.729610777606$,4072.233576107016$,3559797.593405353,24,135,1724.0,36,4989.087788036743,Daily,Debit Card,13,16.68353091827108,9,369533.2154465169
107,cust_0107,16,Suburban,Low,257,3948.7313784945854$,17070.92321804949$,1875.6757376911503$,1014823.9642731086,46,256,2653.0,41,340.98738316806265,,Debit Card,15,53.86232828493059,8,118717.90273572684
108,cust_0108,40,Rural,Low,697,13608.127349063485$,22687.019109033285$,6095.8337218038005$,9484864.762297248,116,62,1061.0,41,3981.506303628365,,Debit Card,17,55.65101071824285,1,953717.7230779108
109,cust_0109,22,Suburban,Middle,798,4436.824289129922$,18607.852283657663$,874.9048251680773$,3540585.782725678,27,287,4683.0,10,348.4444187409963,,Debit Card,18,3.0020432083738675,4,368250.3560631973
110,cust_0110,24,Urban,Low,954,35.12333992228555$,60.17320491705878$,9.773755349099616$,,95,63,1318.0,19,1573.9635588949802,Monthly,Debit Card,13,5.258417900043517,10,17099.784849138552
111,cust_0111,39,Rural,Low,875,18675.90477493696$,24485.236932857617$,4425.549612300388$,16341416.678069836,99,293,829.0,8,3231.1612732058898,Daily,UPI,9,70.69112159783384,4,1638984.0871703809
112,cust_0112,16,Suburban,Low,180,6127.244671878931$,26643.287987019103$,2346.684588981956$,1102904.0409382074,116,68,3585.0,44,2236.442175059273,Daily,UPI,7,35.93930512253378,1,121742.18300629112
113,cust_0113,59,Suburban,Middle,933,3940.674528895386$,19324.430790715334$,1704.7205707626422$,3676649.3354593953,276,225,,44,2826.284376343629,Weekly,Debit Card,15,39.04914374192671,7,384093.79135776777
114,cust_0114,23,Urban,High,48,5370.25315200586$,7263.1287180082945$,1000.5772593700784$,,336,335,3384.0,28,4830.960604632719,Weekly,UPI,10,44.46493763580386,7,39929.73482731177
115,cust_0115,39,Urban,Middle,599,6615.6494753967645$,28154.216196865476$,3168.302106944214$,,95,137,2147.0,33,4093.283791080082,Weekly,Debit Card,16,69.47547588221404,10,411824.7616807262
116,cust_0116,26,Rural,Middle,897,9496.183064698993$,42133.14547678064$,3522.434884416542$,8518076.209034994,199,46,1302.0,4,1818.347785903988,Daily,Debit Card,12,12.324500108131916,9,862902.4470105474
117,cust_0117,66,Suburban,Middle,19,1396.3399036617466$,2059.63254803734$,261.6449823472791$,26530.458169573183,146,95,3075.0,30,2999.723173991428,Daily,Wallet Balance,4,45.948814879076416,8,18303.184229961604
118,cust_0118,32,Urban,Low,46,1062.9363925469631$,2267.2580863936646$,264.0736262293898$,48895.0740571603,155,290,4805.0,25,242.4151401854496,Daily,Credit Card,14,6.38228811737321,3,19878.299835623307
119,cust_0119,23,Rural,High,451,5865.286203106071$,23077.804698167325$,831.9482848343479$,2645244.077600838,270,364,1960.0,36,2264.4911857050565,Daily,UPI,15,37.45458169931825,2,272912.1621672313
120,cust_0120,50,Suburban,Middle,898,5922.364962629946$,25057.05899084937$,2006.6606711479455$,5318283.736441691,321,247,1700.0,43,3041.9826769666734,,Credit Card,9,32.25889449045113,10,548007.3823056859
121,cust_0121,50,,Middle,56,2361.748094006559$,5705.738926320326$,396.0099119916748$,132257.8932643673,276,316,3020.0,19,3573.58564669982,,Debit Card,16,20.04135794256992,3,22378.99650308682
122,cust_0122,48,Rural,High,741,8101.78397046748$,13284.637757387598$,3056.284377487398$,6003421.922116403,326,292,1024.0,7,4507.586443900733,Daily,Wallet Balance,14,32.279242879401124,8,608836.3989896899
123,cust_0123,20,Rural,High,657,5687.733077373618$,20438.174364294453$,2246.0783827872992$,3736840.631834467,256,214,599.0,5,1415.291167636411,Daily,Debit Card,7,50.57631239833422,6,380674.4175996285
124,cust_0124,57,Urban,High,92,530.8505003734514$,2021.412037486464$,154.8671012987096$,48838.24603435753,45,256,1441.0,17,4510.85216736195,Weekly,Debit Card,8,60.70973508705311,3,10210.39851975478
125,cust_0125,54,Suburban,Low,82,17715.558400618003$,53402.33578736707$,2436.362435326692$,,1,48,4105.0,7,3307.592580326392,,Wallet Balance,8,56.72823697881188,2,154523.78259490445
126,cust_0126,56,Suburban,High,737,17721.520170691372$,27995.824385667685$,6102.392640195309$,13060760.36579954,147,93,2422.0,24,388.2286114021872,Monthly,Wallet Balance,10,42.52529492147195,1,1314125.922274253
127,cust_0127,43,Suburban,Low,79,4191.553235740346$,18350.397818561447$,1043.202575133685$,331132.70562348736,295,6,645.0,1,1901.6644196573045,Weekly,UPI,8,64.6854952543915,8,41552.43835252008
128,cust_0128,22,Rural,Middle,662,3265.8158410053143$,11695.095004128982$,1567.13108604512$,2161970.0867455183,155,193,1991.0,27,2382.975593692502,Weekly,Wallet Balance,10,50.26338641566419,3,224687.5208777056
129,cust_0129,24,,Low,873,10950.382359296163$,49021.10579020847$,3342.95772287368$,9559683.799665552,56,103,3196.0,41,1762.4363288012746,Daily,UPI,6,60.51684149710414,3,968579.1618021544
130,cust_0130,23,Suburban,High,283,12618.762524598802$,59710.42329973912$,1626.6395970932065$,3571109.794461461,226,74,3372.0,24,579.6983506072855,Monthly,UPI,3,29.2745444297786,5,370965.13027084246
131,cust_0131,27,Rural,Low,311,19151.275723366987$,80871.84284024671$,6787.588118698286$,5956046.749967133,7,74,4747.0,19,2757.922813938538,Daily,UPI,18,50.58450281472611,5,610619.7135897441
132,cust_0132,49,Suburban,High,997,7553.195648229853$,36516.9036941021$,3109.963962564974$,,20,113,1646.0,5,658.7671479556789,Monthly,Credit Card,8,6.289897374145629,9,765516.2225545385
